,adtv_bn
PNC,0.0022375341666666664
S72,0.002229858333333333
MTS,0.002209016666666667
LEC,0.002191346666666666
DRG,0.002163182666666667
SGH,0.0021157186166666665
CTT,0.0020984566666666666
DWC,0.0020882166666666667
BWA,0.0020726816666666666
MTL,0.0020571666666666663
DCT,0.0020561716666666666
L43,0.0020496766666666666
HBD,0.0020249450000000002
VTQ,0.002023375
HEJ,0.0020104566666666666
TRS,0.001971939283333333
SGD,0.0019637866666666667
EBS,0.0019620033333333335
SPC,0.0018997166666666666
BTU,0.00189673025
THB,0.0018963166666666666
VMG,0.0018824850000000001
PJS,0.0018770276999999999
NAW,0.0018668166666666666
SFC,0.0018454783333333332
HEV,0.0018427883333333333
PMT,0.0017973733333333333
CT6,0.0017829916666666666
CQT,0.0017633034833333333
GTS,0.0017470138499999998
TVH,0.0017281
FCS,0.001693951666666667
PVR,0.0016889166666666667
HNI,0.00167955
CIP,0.00166571
BTV,0.0016500375833333335
DTT,0.00163442
VTA,0.0016206966666666668
DNH,0.001615
BMD,0.0015515366666666664
PLO,0.0015495716666666668
VXT,0.0015373333333333333
BQB,0.0015370600000000002
BTN,0.0015152466666666666
UPC,0.0015085233333333335
PNP,0.0014883799999999999
PNG,0.0014858517333333333
CT3,0.0014705883333333333
DOP,0.001442391683333333
DSG,0.00144
HJC,0.0014325066666666666
BTT,0.0014251566666666664
NVP,0.00138285
HTT,0.0013822916666666667
NDX,0.00138198
SDG,0.0013641516666666664
CAD,0.0013322816666666668
PTM,0.0013062833333333333
NHC,0.0012894568333333334
HU1,0.0012766961666666665
VHD,0.0012707383333333334
SDP,0.0012511633333333332
PBT,0.00122822585
ILC,0.0012146116666666667
C92,0.0011988250000000002
PCF,0.0011715116666666666
SD7,0.0011631166666666666
RGG,0.0011521616666666668
RAT,0.00115
TBR,0.0011409133333333335
TVG,0.00112685
ISG,0.00111
HDW,0.0011064766666666667
NUE,0.0010999856333333332
SLD,0.0010962066666666665
TIE,0.0010732916666666668
CPA,0.0010599516666666667
BMF,0.0010589983333333332
RBC,0.0010188799999999998
VE8,0.0010062466666666667
VTJ,0.0009531183333333335
BHH,0.0009360166833333333
BTD,0.0009348633333333333
PXA,0.000926
HBH,0.0009202677
H11,0.0009132266666666667
PMP,0.0009125499999999999
BVN,0.0009116749999999999
E12,0.0009042216666666666
L45,0.0009039633333333333
FSO,0.0009023183333333333
V12,0.0008961666666666666
QNW,0.0008803333333333333
VGL,0.0008640720166666668
MGR,0.0008556233333333335
COM,0.0008549783333333332
ACS,0.0008462083333333334
SDU,0.0008366666666666667
TTS,0.0008221633333333334
DNL,0.00080039
NJC,0.0007906292666666668
TMX,0.0007898366666666667
SD2,0.0007876033333333333
MPY,0.0007845366666666667
DVW,0.0007824883333333334
VIE,0.0007715
BLN,0.0007581326000000001
SKN,0.0007571
CH5,0.00075671
SBR,0.00075501
YBC,0.0007238083333333333
BMV,0.0007229033333333333
PPE,0.0007082566666666665
VIN,0.000705435
MIE,0.00069853
MTH,0.00068698
SNC,0.0006631154833333334
STT,0.0006614833333333333
FCC,0.0006252433333333333
BTB,0.0006212033333333332
HAF,0.00061916
DND,0.0006165249999999999
FRM,0.0005995400000000001
BAL,0.0005872066666666667
PWS,0.00058023
CMI,0.0005766633333333334
NTF,0.0005733133333333334
LDW,0.0005726666666666666
TVA,0.0005546666666666666
LO5,0.0005420316666666666
LTC,0.0005278783333333334
KKC,0.0005271283333333333
DLR,0.0005202000000000001
YTC,0.0005157016333333334
DAE,0.0005134333333333333
PMJ,0.0005106183333333335
QHD,0.0004883666666666667
BHI,0.00047107499999999994
IME,0.00046766333333333337
DM7,0.00045664
STS,0.00045404333333333327
LM7,0.0004445
HD8,0.00044364166666666663
BSG,0.0004257583333333333
TA6,0.00041902166666666664
DNM,0.00041892166666666675
TR1,0.000408875
SII,0.00040553
CFM,0.0003825
NQB,0.00038
DDH,0.00037371500000000005
QNT,0.0003736333333333333
AGF,0.000365725
DXL,0.00036049
L35,0.0003594283333333333
DVC,0.00035085833333333333
KHD,0.0003403451333333333
NOS,0.000337
CCV,0.00033133333333333333
SSM,0.0003109333333333333
BSD,0.0003076666666666667
CFV,0.00029685666666666666
ATS,0.0002965116666666666
VPC,0.00029066666666666667
VBH,0.00027888
SDC,0.000275923
DAS,0.00027571666666666666
UPH,0.000268275
TNP,0.00026681666666666666
DKG,0.00026167333333333335
ATG,0.00026147
S12,0.00025702833333333334
HSM,0.00025698
DCR,0.000256
BPC,0.00025345500000000003
HHB,0.00025
DCG,0.00023904000000000002
UPS,0.00023030000000000001
CAN,0.00022706333333333335
UEM,0.00022666666666666666
LNC,0.00022216666666666665
DTC,0.00022148333333333331
MTV,0.0002133
NAU,0.00020833333333333335
SVG,0.00020826666666666667
NWT,0.00019116666666666666
HAV,0.00018978166666666667
VDT,0.00018919999999999996
SD4,0.000184465
SIG,0.00017638000000000002
PHH,0.00017325
PDC,0.00017155833333333333
NDW,0.00017065
MND,0.00016666666666666666
TVM,0.000165
HNP,0.00015775
L62,0.00015732000000000002
HUG,0.0001565
EME,0.00015633666666666667
CI5,0.00015183333333333336
CCP,0.00014671666666666666
LG9,0.00014319500000000001
VDG,0.000143
VHH,0.00014286833333333334
VPA,0.00014186666666666668
TV6,0.00013533333333333333
HLO,0.00013333333333333334
MLC,0.000133
ICI,0.00013178333333333333
PSN,0.00012866666666666666
LM3,0.00012183333333333333
PND,0.00011984833333333334
TNB,0.00011783333333333333
PTH,0.000116
CPI,0.00011216333333333334
THS,0.00011166833333333332
BBM,0.000102275
CJC,0.00010031999999999999
TAW,9.35e-05
DLT,9.166666666666667e-05
GER,7.916666666666668e-05
DDM,7.889833333333332e-05
PAI,7.793333333333333e-05
VMK,7.75e-05
VSG,6.435833333333333e-05
UXC,6.228e-05
DUS,6.2e-05
VTG,6.124e-05
DSD,6.056166666666666e-05
ARM,5.953946666666666e-05
DNN,5.709e-05
TTE,5.6583333333333344e-05
PLA,5.545166666666667e-05
VBG,5.45e-05
ECI,4.615333333333333e-05
CCT,4.5e-05
CHC,4.2940000000000006e-05
VFC,4.0640000000000004e-05
APL,3.9674999999999995e-05
MTG,3.7e-05
FGL,3.683333333333334e-05
BHC,3.3914999999999996e-05
E29,3.1316666666666664e-05
SAL,2.9959999999999998e-05
GMA,2.945e-05
HFC,2.9341666666666664e-05
HLS,2.72e-05
HCI,2.3e-05
MCC,2.288e-05
X26,2.0833333333333333e-05
BHK,2e-05
KTC,2e-05
INC,2e-05
SDY,1.908333333333333e-05
EMG,1.883333333333333e-05
VVN,1.65e-05
DP2,1.6496666666666667e-05
THN,1.6066666666666666e-05
L61,1.605e-05
SCC,1.5666666666666667e-05
VTX,1.2703333333333334e-05
BED,1.1013333333333333e-05
HMG,1.0833333333333334e-05
HFX,8.499999999999998e-06
APT,8.333333333333334e-06
PEN,7.175e-06
TCJ,5.666666666666667e-06
LQN,5.3e-06
VE4,4.333333333333333e-06
VHF,3.5e-06
PTG,2.6666666666666664e-06
MED,2.4533333333333333e-06
HCT,1.943333333333333e-06
VIR,1.7566666666666669e-06
VNX,6.666666666666666e-07
HOT,3.75e-07
SD8,0.0
HSA,0.0
UCT,0.0
DPP,0.0
UTT,0.0
HNR,0.0
IRC,0.0
ART,0.0
TBW,0.0
IN4,0.0
TCK,0.0
TW3,0.0
UMC,0.0
GTT,0.0
NDF,0.0
HLA,0.0
HLY,0.0
HLT,0.0
DKC,0.0
DLD,0.0
SJF,0.0
SPB,0.0
PID,0.0
NGC,0.0
VPW,0.0
X77,0.0
BCB,0.0
KPF,0.0
BCV,0.0
VTI,0.0
KMT,0.0
VTM,0.0
TTB,0.0
TQW,0.0
TSG,0.0
CDG,0.0
TTZ,0.0
BTG,0.0
DAG,0.0
NHV,0.0
TGG,0.0
CPH,0.0
CNA,0.0
MHL,0.0
MES,0.0
HTP,0.0
MTB,0.0
MQB,0.0
VDB,0.0
NLS,0.0
CMK,0.0
TKA,0.0
TMW,0.0
TNA,0.0
VCT,0.0
HHN,0.0
NAC,0.0
C21,0.0
GLW,0.0
GLC,0.0
PLE,0.0
DOC,0.0
ONW,0.0
VCE,0.0
BT6,0.0
SPI,0.0
SPH,0.0
CK8,0.0
TOP,0.0
PPI,0.0
VMT,0.0
VMA,0.0
VLP,0.0
BHG,0.0
MEF,0.0
FBC,0.0
MBN,0.0
MDA,0.0
EGL,0.0
GH3,0.0
HGT,0.0
ITA,0.0
DCH,0.0
PQN,0.0
BMG,0.0
LUT,0.0
DAC,0.0
SVH,0.0
LCD,0.0
STW,0.0
IBD,0.0
CMP,0.0
NSG,0.0
NSS,0.0
LGC,0.0
PTO,0.0
KTT,0.0
FHN,0.0
PTE,0.0
PSH,0.0
VXP,0.0
VXB,0.0
