,HHV,HT1,VGC,PHR,VIC,GVR,BMP,SZC,DIG,HAH,NT2,PGV
2024-01-11,13.242,12.293,45.856,24.912,21.825,20.709,84.299,31.946,22.064,24.762,23.538,20.635
2024-01-12,12.989,12.148,44.899,24.183,21.5,19.927,84.062,31.542,21.493,24.35,23.403,20.635
2024-01-15,12.904,11.906,43.506,24.133,21.525,20.074,84.694,31.182,21.412,24.35,23.221,20.724
2024-01-16,13.073,12.051,44.376,24.334,21.575,20.465,85.406,32.26,21.86,24.572,23.493,20.635
2024-01-17,12.989,12.051,45.247,24.384,21.6,20.709,86.197,32.305,21.901,24.603,23.493,20.679
2024-01-18,13.157,12.245,44.899,24.384,21.675,20.611,86.118,32.665,22.024,24.572,23.267,20.679
2024-01-19,13.073,12.196,44.899,24.61,21.65,20.806,85.406,33.563,21.697,24.35,23.357,20.458
2024-01-22,13.073,12.245,44.899,24.56,21.65,20.562,89.597,33.069,22.146,24.381,23.448,20.281
2024-01-23,13.242,12.341,44.376,24.384,21.55,20.416,88.569,32.934,21.901,24.572,23.403,20.281
2024-01-24,13.115,12.293,43.941,24.233,21.575,20.416,86.039,32.8,21.901,24.54,23.086,20.192
2024-01-25,13.073,12.196,43.854,24.208,21.4,20.416,82.559,32.8,21.901,24.381,22.905,20.192
2024-01-26,13.073,12.293,44.812,24.485,21.4,20.953,83.034,34.597,21.983,24.255,23.04,20.281
2024-01-29,12.989,12.341,44.986,25.088,21.325,21.979,82.005,34.597,21.779,24.286,22.905,20.236
2024-01-30,13.199,12.39,46.378,25.892,21.35,22.418,82.085,35.675,21.983,24.096,23.674,19.838
2024-01-31,12.989,12.148,45.508,25.742,21.25,21.881,81.61,35.046,22.105,23.589,23.267,19.705
2024-02-01,12.989,12.148,47.422,27.149,21.175,23.395,84.694,37.472,22.35,23.811,23.267,19.882
2024-02-02,12.989,12.148,46.813,26.948,21.05,24.03,84.062,37.562,22.554,24.286,23.04,19.927
2024-02-05,13.073,12.341,46.117,26.747,21.1,24.47,85.406,37.562,22.472,25.174,22.905,19.838
2024-02-06,13.073,12.341,45.856,26.747,21.15,24.616,84.141,38.236,22.472,25.618,22.995,19.882
2024-02-07,13.115,12.729,45.856,26.948,21.2,24.763,83.824,38.057,22.268,25.84,23.04,19.971
2024-02-15,13.495,12.68,45.334,27.149,21.275,24.372,82.243,37.203,22.595,25.491,23.267,19.971
2024-02-16,13.41,12.729,46.117,27.803,21.975,26.033,82.638,37.697,22.717,26.284,23.357,19.971
2024-02-19,13.368,13.019,46.03,28.255,23.5,26.179,82.005,37.517,22.513,26.189,24.082,20.015
2024-02-20,13.284,13.164,46.03,28.155,24.25,27.547,82.243,37.203,22.431,26.22,24.082,20.236
2024-02-21,13.157,13.067,49.075,28.356,23.625,27.498,83.113,37.742,22.187,26.157,23.81,20.192
2024-02-22,13.157,12.874,48.205,28.356,23.8,27.302,86.988,38.146,22.024,26.189,23.629,20.192
2024-02-23,12.82,12.68,46.117,27.702,22.6,26.912,91.337,37.023,21.33,25.681,23.176,20.104
2024-02-26,12.989,12.68,46.813,28.004,22.3,28.133,94.105,37.607,21.575,27.076,23.221,19.838
2024-02-27,13.157,12.97,47.857,28.356,22.575,28.23,92.602,39.449,22.309,27.076,23.403,20.015
2024-02-28,13.073,12.97,46.726,28.557,22.8,28.23,89.755,38.775,22.024,27.076,23.448,19.927
2024-02-29,12.946,12.825,48.205,28.004,22.5,27.937,92.523,38.775,22.268,26.601,23.221,20.148
2024-03-01,13.242,12.874,48.292,28.356,22.625,28.475,90.941,39.135,22.472,27.203,23.538,19.749
2024-03-04,13.199,12.97,49.336,28.406,22.625,29.11,90.151,39.27,22.921,26.949,23.629,19.749
2024-03-05,13.242,12.825,48.727,28.155,22.65,29.012,91.732,39.27,22.717,27.203,23.946,19.838
2024-03-06,13.031,12.729,47.248,27.753,22.65,28.23,90.23,38.551,22.146,26.664,23.629,19.705
2024-03-07,13.031,12.825,47.857,27.702,22.8,28.426,92.207,38.416,22.309,26.696,23.719,19.661
2024-03-08,12.82,12.68,47.161,28.255,22.4,28.328,89.36,38.73,21.657,26.854,23.765,19.395
2024-03-11,12.778,12.632,47.335,29.563,22.175,28.865,89.044,38.82,21.371,26.791,23.493,19.307
2024-03-12,12.736,12.632,48.031,30.317,22.075,30.868,91.732,40.348,21.493,27.679,23.357,19.395
2024-03-13,12.904,12.825,51.337,30.166,22.5,31.552,91.811,40.707,22.024,28.027,23.448,19.439
2024-03-14,12.82,13.164,51.512,29.613,22.975,32.04,90.309,40.438,22.431,28.535,23.401,19.439
2024-03-15,12.82,13.358,52.121,30.819,22.2,33.798,89.913,40.438,23.247,28.027,23.354,19.484
2024-03-18,12.693,12.922,50.293,30.417,23.05,31.796,86.276,37.922,24.838,26.759,22.749,19.484
2024-03-19,12.693,12.922,49.597,32.428,23.5,31.796,86.988,38.146,24.389,26.759,23.028,19.484
2024-03-20,12.778,12.97,50.815,32.177,23.25,32.04,87.462,38.775,24.797,27.203,23.028,19.484
2024-03-21,13.073,13.067,51.337,32.127,23.25,32.48,88.016,39.09,25.857,27.33,22.61,19.484
2024-03-22,13.073,13.019,50.815,32.177,23.3,32.48,87.857,38.91,26.061,27.267,22.842,19.395
2024-03-25,13.115,13.164,49.771,31.423,23.425,31.161,86.197,38.236,26.102,26.918,22.842,18.997
2024-03-26,13.115,13.067,51.25,32.227,23.525,33.115,85.801,38.955,26.061,27.108,22.935,18.952
2024-03-27,13.242,13.116,51.163,32.227,23.525,32.626,88.885,38.865,26.714,27.615,23.401,19.041
2024-03-28,13.115,13.116,51.686,31.976,23.8,32.284,89.36,38.686,26.673,27.615,23.354,19.041
2024-03-29,12.989,12.922,50.815,32.127,23.825,32.382,86.988,39.539,26.265,27.203,23.122,19.085
2024-04-01,13.031,12.874,51.076,31.926,23.925,32.187,88.727,39.315,27.326,27.076,22.703,19.218
2024-04-02,13.115,13.116,51.076,32.378,23.9,34.433,91.495,39.809,27.407,27.52,23.028,19.262
2024-04-03,13.242,13.019,50.467,32.076,23.875,33.456,90.546,39.764,25.939,27.393,22.796,19.174
2024-04-04,13.031,12.825,49.51,31.473,23.925,32.333,91.653,38.955,26.265,27.013,21.958,19.041
2024-04-05,12.778,12.583,48.727,30.417,23.9,30.77,88.569,36.978,26.102,26.315,21.447,18.997
2024-04-08,12.693,12.39,48.118,30.065,23.85,30.966,88.332,36.035,26.184,25.935,20.795,18.952
2024-04-09,12.82,12.293,48.988,30.317,23.85,31.552,90.151,37.023,26.877,26.284,21.214,18.775
2024-04-10,12.693,12.148,48.727,29.864,24.25,30.917,89.202,36.754,26.347,26.093,21.168,18.377
2024-04-11,12.651,12.148,48.727,29.613,24.15,31.161,88.964,36.394,26.918,25.998,20.981,18.377
2024-04-12,12.736,12.196,49.336,30.166,24.225,31.259,95.133,37.023,27.407,26.41,21.121,18.377
2024-04-15,11.85,11.664,45.943,28.155,23.5,29.11,92.523,34.462,25.49,24.572,20.47,18.244
2024-04-16,11.344,11.422,44.986,28.155,23.2,29.647,92.444,34.597,24.552,24.255,20.098,18.2
2024-04-17,11.091,11.277,44.551,27.3,22.5,27.986,89.518,35.226,23.492,24.318,20.144,18.111
2024-04-19,10.543,10.938,42.81,27.702,21.3,27.449,83.271,35.271,22.35,24.128,19.586,17.934
2024-04-22,10.711,10.841,43.419,27.25,21.0,28.035,83.824,35.495,22.921,25.079,20.005,17.535
2024-04-23,10.332,10.696,42.723,26.848,20.5,26.961,84.615,35.495,21.86,25.142,19.725,17.535
2024-04-24,10.754,11.035,44.202,28.155,20.8,28.816,86.908,36.739,23.369,25.871,20.051,17.712
2024-04-25,10.669,10.841,44.202,28.658,21.0,28.719,86.197,36.878,23.084,25.871,19.818,17.668
2024-04-26,10.669,10.889,44.202,28.406,22.225,29.305,86.197,37.062,22.676,26.125,19.911,17.712
2024-05-02,10.88,10.696,45.16,29.16,22.2,29.305,88.095,37.8,21.901,25.713,20.842,17.757
2024-05-03,10.796,10.599,44.725,29.06,22.225,28.719,91.732,37.708,21.901,25.428,20.842,17.757
2024-05-06,11.133,11.131,45.769,29.462,22.375,30.477,91.732,38.399,22.921,26.949,20.749,17.712
2024-05-07,11.049,11.761,46.465,29.814,22.5,30.721,92.523,38.814,22.717,26.886,20.702,18.111
2024-05-08,10.838,11.519,46.378,29.613,22.7,30.966,91.179,38.722,23.329,26.981,20.702,18.155
2024-05-09,10.838,11.47,47.161,29.613,22.7,31.014,91.732,38.583,22.921,27.235,20.563,18.864
2024-05-10,10.796,11.615,46.291,29.864,22.5,30.917,91.732,38.491,23.329,26.823,20.423,18.775
2024-05-13,10.754,11.567,46.465,29.412,22.5,31.259,92.839,38.445,23.247,26.379,20.563,18.731
2024-05-14,10.711,11.567,46.9,30.266,23.025,31.747,91.97,39.644,23.125,26.157,20.516,18.642
2024-05-15,10.88,11.519,47.509,30.468,23.175,31.991,94.105,39.69,23.247,26.537,20.377,18.687
2024-05-16,11.049,11.615,47.422,30.669,23.375,31.796,94.184,39.459,23.41,26.569,20.888,18.377
2024-05-17,11.091,11.615,47.857,30.367,23.425,32.577,94.015,39.874,23.859,27.33,20.795,18.554
2024-05-20,11.302,11.712,47.857,30.166,23.35,32.821,92.848,40.289,23.696,27.901,20.795,18.554
2024-05-21,11.175,11.615,47.335,30.568,23.225,32.577,91.348,40.105,23.573,27.996,20.656,18.244
2024-05-22,11.175,11.809,47.335,30.065,22.75,32.04,91.348,39.044,23.9,27.362,20.609,18.465
2024-05-23,11.26,11.761,48.64,30.216,22.775,32.626,93.349,39.551,23.818,27.045,21.586,18.465
2024-05-24,10.964,11.519,47.161,30.266,22.475,33.456,91.515,38.998,22.676,26.22,21.028,18.465
2024-05-27,10.88,11.567,47.335,31.071,22.525,34.433,91.682,39.137,22.309,26.474,21.586,19.749
2024-05-28,11.007,11.809,49.249,31.272,22.525,34.775,92.515,41.856,22.717,26.632,21.586,19.882
2024-05-29,11.049,11.906,48.379,30.769,22.2,34.091,90.931,41.119,22.798,26.823,21.075,19.838
2024-05-30,11.133,11.857,47.857,31.272,21.575,35.166,90.681,40.105,22.513,26.791,21.772,19.838
2024-05-31,11.133,11.761,47.77,31.222,21.775,34.336,90.098,39.183,22.635,27.045,21.447,19.395
2024-06-03,11.26,11.761,48.814,31.724,21.975,34.189,90.265,39.459,23.288,27.14,21.958,20.059
2024-06-04,11.133,11.809,48.118,31.423,22.05,34.287,92.098,39.459,23.084,27.203,21.772,20.369
2024-06-05,11.26,11.567,48.118,31.423,22.1,34.336,93.349,39.459,22.88,26.823,21.214,20.325
2024-06-06,11.47,11.615,47.422,30.92,21.85,33.994,92.015,38.952,22.635,27.045,21.307,20.104
2024-06-07,11.428,11.519,47.683,31.272,21.75,34.189,90.848,38.86,22.554,28.059,21.54,20.281
2024-06-10,11.26,11.567,48.292,32.177,21.725,35.361,90.681,39.137,22.676,29.993,21.493,20.104
2024-06-11,11.133,11.519,49.162,31.674,21.6,34.775,90.265,39.367,22.431,30.786,21.307,19.838
2024-06-12,11.217,11.519,49.249,31.373,21.65,34.922,89.515,39.644,22.635,30.849,21.354,20.192
2024-06-13,11.175,11.567,48.553,31.373,21.6,34.531,89.181,39.782,23.002,31.071,21.307,20.281
2024-06-14,11.091,12.341,47.422,30.669,21.0,32.235,89.181,38.722,22.35,30.437,20.609,20.281
2024-06-17,10.922,12.293,47.422,29.864,21.0,32.577,88.181,38.537,22.024,31.832,20.888,20.281
2024-06-18,10.964,12.535,47.683,30.618,21.05,33.163,89.181,38.583,22.024,31.261,21.214,20.989
2024-06-19,10.922,12.39,47.509,30.518,20.75,32.821,90.431,38.537,21.901,31.42,20.935,20.989
2024-06-20,10.754,12.632,47.335,30.518,20.725,33.212,91.515,38.952,21.657,30.849,20.842,22.451
2024-06-21,10.627,12.825,46.639,30.618,20.825,33.749,89.598,39.551,21.33,31.647,20.749,23.026
2024-06-24,10.585,12.583,46.204,29.663,20.55,32.235,87.598,36.878,21.657,30.152,20.191,22.141
2024-06-25,10.669,12.583,45.943,29.663,20.6,32.821,87.264,36.739,21.82,32.23,20.47,22.716
2024-06-26,10.543,12.535,45.421,30.468,20.6,35.117,87.098,36.693,21.493,32.814,20.47,22.672
2024-06-27,10.585,12.438,46.03,30.518,20.5,35.166,85.847,37.247,22.228,32.376,20.47,22.273
2024-06-28,10.29,12.39,45.334,30.468,20.6,33.408,83.347,35.725,21.657,32.996,20.191,21.476
2024-07-01,10.374,12.583,45.682,30.417,20.675,33.505,82.513,35.956,21.942,33.105,20.423,20.901
2024-07-02,10.416,12.487,45.943,30.669,20.8,33.798,82.097,37.339,22.513,32.814,20.47,21.388
2024-07-03,10.627,12.487,45.769,31.071,20.675,33.798,84.18,37.016,22.35,32.449,20.47,21.432
2024-07-04,10.585,12.487,45.682,31.021,20.7,34.189,83.514,36.739,22.105,32.704,20.47,21.831
2024-07-05,10.543,12.487,45.508,30.87,20.7,34.287,82.68,36.325,21.901,33.324,20.423,21.919
2024-07-08,10.627,13.067,45.943,31.523,20.2,35.654,81.68,37.708,21.493,33.725,20.33,22.096
2024-07-09,10.711,13.164,46.465,32.227,20.4,37.12,81.93,37.708,21.616,33.397,20.749,21.963
2024-07-10,10.711,13.019,46.291,31.473,20.3,36.143,81.68,37.2,21.575,32.741,20.609,21.831
2024-07-11,10.669,13.067,46.03,30.669,20.55,36.094,81.18,37.2,22.064,32.449,20.423,21.742
2024-07-12,10.585,13.648,45.769,30.819,20.875,37.022,81.263,36.924,21.779,32.704,20.423,21.653
2024-07-15,10.501,13.696,45.595,31.071,20.675,37.608,80.18,36.647,21.657,32.923,20.47,21.521
2024-07-16,10.501,13.745,45.508,31.071,20.525,37.315,80.346,36.647,21.453,32.34,20.284,21.609
2024-07-17,10.374,13.648,44.463,29.361,20.3,34.726,82.18,35.633,19.984,30.991,19.725,20.856
2024-07-18,10.374,13.454,44.725,29.915,20.275,35.215,82.513,36.14,20.148,32.048,19.632,20.989
2024-07-19,10.361,13.358,44.725,29.211,20.375,33.701,81.097,35.633,19.413,31.355,19.353,20.856
2024-07-22,10.228,13.164,43.158,28.959,20.375,31.991,80.43,34.481,19.577,30.663,19.028,20.015
2024-07-23,10.007,12.583,42.462,28.456,20.425,29.891,78.013,33.743,19.006,30.626,18.841,19.838
2024-07-24,10.051,12.39,42.723,28.507,20.45,31.942,78.096,34.757,19.944,30.845,18.841,20.015
2024-07-25,9.918,12.487,42.984,28.205,20.8,32.235,77.679,34.711,19.821,31.355,18.609,20.281
2024-07-26,10.051,12.68,42.506,28.959,20.8,32.333,78.679,35.495,19.821,31.428,19.074,20.369
2024-07-29,10.007,12.583,40.809,29.311,20.8,32.724,80.096,35.771,19.984,31.61,18.702,20.325
2024-07-30,9.874,12.632,41.026,28.808,21.1,32.48,79.763,35.31,19.821,31.61,18.609,20.236
2024-07-31,9.963,12.39,39.373,28.708,21.15,32.235,80.68,35.449,19.944,30.954,18.609,19.794
2024-08-01,9.608,11.857,37.589,27.25,21.05,30.672,79.846,33.743,19.046,28.803,18.004,19.838
2024-08-02,9.52,11.712,38.068,27.903,21.0,31.6,79.846,33.881,19.495,28.803,18.516,20.015
2024-08-05,8.856,11.083,35.414,26.998,20.65,29.403,75.846,31.53,18.394,27.563,18.004,19.395
2024-08-06,8.944,11.47,34.718,27.753,20.65,30.624,77.513,32.222,18.598,28.366,18.19,19.572
2024-08-07,8.9,11.422,35.24,27.652,21.175,31.796,77.429,32.545,18.761,28.803,18.469,19.617
2024-08-08,9.52,11.519,34.196,27.501,20.9,31.161,77.429,32.452,18.679,28.84,18.283,19.617
2024-08-09,9.653,11.615,35.588,28.054,20.6,31.747,78.096,32.867,18.883,29.277,18.469,19.129
2024-08-12,10.051,11.567,36.545,28.004,20.3,32.431,80.847,33.144,18.19,29.824,18.702,19.617
2024-08-13,10.007,11.325,36.11,27.954,20.35,32.333,80.596,33.19,18.271,29.642,18.051,19.617
2024-08-14,9.874,11.422,35.675,27.903,20.4,32.626,79.93,32.913,18.108,29.313,17.678,19.439
2024-08-15,10.228,11.131,35.066,27.853,20.4,31.893,80.68,32.913,18.108,29.168,17.678,19.129
2024-08-16,10.494,11.422,37.502,29.06,20.575,33.749,84.597,34.849,19.373,30.261,18.051,19.528
2024-08-19,10.361,11.954,38.721,28.859,20.575,33.945,84.764,34.988,19.332,30.59,18.516,19.528
2024-08-20,10.671,11.954,39.156,28.859,20.85,34.287,85.514,35.449,20.433,30.626,18.469,19.041
2024-08-21,10.76,11.954,39.547,28.959,20.925,34.433,86.181,35.218,20.025,30.407,19.028,19.395
2024-08-22,10.583,11.519,38.721,28.808,20.775,33.994,89.181,35.034,20.107,30.553,18.748,19.395
2024-08-23,10.627,11.422,38.634,28.507,20.775,34.629,87.681,35.034,20.515,30.517,18.795,19.129
2024-08-26,10.583,11.615,38.764,28.255,21.075,34.238,87.098,34.665,20.474,30.48,18.609,19.129
2024-08-27,10.494,11.761,38.895,28.507,22.55,34.14,87.348,34.389,20.433,30.079,18.516,18.952
2024-08-28,10.405,12.003,39.069,29.261,22.2,34.824,86.681,34.296,19.617,29.97,18.33,19.129
2024-08-29,10.361,11.857,38.721,29.663,22.1,34.482,85.931,34.112,19.454,29.933,18.469,19.218
2024-08-30,10.405,11.809,38.46,29.915,22.1,34.531,86.681,34.204,18.924,30.079,18.33,18.997
2024-09-04,11.025,11.664,37.546,29.512,22.0,33.896,86.514,34.066,19.046,29.97,18.748,19.262
2024-09-05,10.76,11.519,36.98,28.658,22.525,33.115,85.014,33.928,18.638,29.605,18.562,18.997
2024-09-06,10.892,11.567,37.111,28.708,22.325,33.701,86.597,33.467,18.312,29.022,18.469,19.129
2024-09-09,10.715,11.519,36.502,29.311,21.85,33.701,85.514,33.144,18.312,28.949,18.516,19.129
2024-09-10,10.45,11.519,35.675,29.01,21.5,33.31,89.014,32.775,18.353,28.876,18.516,19.129
2024-09-11,10.405,11.567,36.197,29.06,21.5,33.31,90.681,32.499,17.864,28.438,18.562,19.174
2024-09-12,10.405,11.615,35.98,29.16,21.45,33.749,90.848,32.637,17.7,28.438,18.516,19.218
2024-09-13,10.494,11.519,36.589,29.11,21.45,33.798,93.265,32.775,17.945,28.621,18.33,19.484
2024-09-16,10.273,11.519,36.545,29.11,21.025,34.091,95.932,32.683,17.864,28.438,18.33,19.351
2024-09-17,10.627,11.567,36.937,29.261,21.45,34.775,96.432,33.282,18.353,28.657,18.562,19.351
2024-09-18,10.538,11.567,36.719,29.814,21.325,34.726,94.765,33.42,18.475,28.876,18.748,19.262
2024-09-19,10.76,11.712,38.025,29.814,21.45,34.873,101.35,34.112,18.679,29.095,18.609,19.041
2024-09-20,10.671,11.615,37.633,29.462,21.15,34.775,102.183,33.928,18.557,29.241,18.562,18.864
2024-09-23,10.715,11.664,37.633,29.663,21.175,34.726,106.601,33.651,18.435,29.313,18.423,18.864
2024-09-24,10.76,11.664,38.46,30.266,21.275,35.312,103.767,34.757,18.557,29.496,18.423,18.908
2024-09-25,10.848,11.712,38.46,30.166,21.3,35.166,102.933,34.803,18.802,29.715,18.562,18.819
2024-09-26,10.715,11.712,38.242,30.367,21.3,35.557,106.101,34.481,18.802,30.152,18.516,18.864
2024-09-27,10.715,11.615,38.199,29.965,21.25,35.166,102.767,34.389,18.924,29.97,18.423,18.687
2024-09-30,10.76,11.615,37.938,30.166,21.0,34.922,98.849,34.711,18.924,29.642,18.423,18.775
2024-10-01,11.07,11.664,38.416,30.166,21.15,35.166,97.516,34.711,18.679,30.079,18.469,18.775
2024-10-02,10.804,11.519,37.851,30.216,21.025,35.312,96.266,34.25,18.271,30.116,18.423,18.952
2024-10-03,10.583,11.422,37.72,29.512,20.675,34.726,96.849,33.282,17.864,29.751,18.283,18.952
2024-10-04,10.538,11.519,37.72,29.261,20.5,34.091,96.516,33.282,17.741,29.204,18.283,18.51
2024-10-07,10.45,11.519,37.415,29.11,20.425,33.994,94.765,33.374,17.7,29.459,18.283,18.51
2024-10-08,10.538,11.373,37.198,29.311,20.45,34.238,101.35,33.467,17.374,30.225,18.19,18.598
2024-10-09,10.671,11.373,38.025,29.512,20.8,34.824,101.35,34.619,17.456,30.699,18.283,18.421
2024-10-10,10.583,11.228,38.286,29.261,20.7,34.824,99.933,34.389,17.415,30.59,18.237,18.731
2024-10-11,10.627,11.277,38.329,29.512,20.9,34.677,102.433,34.896,17.537,31.574,18.283,18.642
2024-10-14,10.848,11.131,37.764,30.116,21.075,35.459,101.683,34.988,17.333,31.282,18.283,18.244
2024-10-15,10.671,11.083,37.198,29.663,20.825,34.922,101.683,34.342,16.599,30.845,18.283,18.2
2024-10-16,10.583,11.131,37.285,29.16,20.75,35.264,104.1,34.803,16.314,31.027,18.097,18.598
2024-10-17,10.627,11.131,37.198,29.11,20.775,35.166,108.351,34.711,17.17,31.319,18.051,18.642
2024-10-18,10.538,11.035,37.198,29.11,20.9,35.019,107.017,35.956,16.64,30.808,18.051,18.598
2024-10-21,10.45,11.18,37.286,28.456,21.125,34.384,110.435,35.771,16.518,30.261,17.818,18.332
2024-10-22,10.361,11.422,36.659,27.954,21.1,32.968,107.601,35.403,16.518,30.444,17.818,18.067
2024-10-23,10.45,11.422,36.883,28.255,21.6,32.724,111.268,35.864,17.089,30.699,17.958,17.978
2024-10-24,10.317,11.277,36.3,28.054,21.025,32.138,110.851,35.034,16.844,30.225,17.911,17.712
2024-10-25,10.273,11.131,36.3,27.803,20.775,31.503,110.685,35.357,17.17,30.663,17.725,18.067
2024-10-28,10.317,11.131,36.255,27.652,20.725,31.747,113.102,35.679,17.007,31.501,17.771,18.155
2024-10-29,10.317,11.228,36.748,28.004,20.675,32.187,113.268,35.771,16.722,31.683,17.865,18.465
2024-10-30,10.45,11.277,36.659,27.903,20.5,31.942,114.435,36.14,16.762,31.902,17.725,17.712
2024-10-31,10.361,11.277,36.569,28.658,20.775,32.138,112.102,35.91,16.762,32.012,17.678,17.535
2024-11-01,10.317,11.325,36.21,27.853,20.6,31.552,111.435,35.264,16.966,31.355,17.585,17.535
2024-11-04,9.874,11.277,35.583,27.501,20.6,30.819,108.351,35.31,17.089,31.683,17.353,17.624
2024-11-05,9.918,11.325,35.852,27.401,20.65,31.356,108.518,35.587,17.211,31.975,17.26,17.624
2024-11-06,10.14,11.47,38.362,28.406,20.9,32.968,110.018,38.076,17.17,32.449,17.585,17.624
2024-11-07,10.095,11.422,37.958,28.105,20.85,32.577,108.851,38.215,17.333,33.506,17.632,17.27
2024-11-08,10.007,11.373,38.182,28.105,20.525,32.138,110.018,39.275,17.007,33.397,17.539,17.181
2024-11-11,10.051,11.373,38.855,28.406,20.4,32.626,110.851,39.321,16.64,34.163,17.306,17.181
2024-11-12,10.095,11.422,38.362,28.306,20.275,32.138,110.435,38.537,16.599,34.053,17.632,17.004
2024-11-13,10.007,11.422,38.81,28.557,20.3,31.796,108.899,39.044,16.803,33.616,17.632,17.093
2024-11-14,9.741,11.373,38.81,28.255,20.35,31.056,107.592,38.076,16.436,35.001,17.306,17.048
2024-11-15,9.476,11.47,39.258,27.702,20.275,30.563,105.414,38.952,16.314,34.637,17.027,16.915
2024-11-18,9.52,11.422,38.182,27.803,20.2,30.711,103.323,38.353,16.232,34.418,17.771,16.96
2024-11-19,9.387,11.228,35.897,27.803,20.175,29.971,101.581,36.048,16.232,32.084,17.632,16.915
2024-11-20,9.564,11.228,36.659,27.803,20.175,30.366,104.195,36.509,16.926,33.324,17.771,16.827
2024-11-21,9.653,11.277,36.928,28.105,20.175,30.76,104.543,36.786,16.926,33.834,17.771,16.871
2024-11-22,9.741,11.18,36.883,28.758,20.225,30.464,104.107,36.647,16.722,33.834,17.771,16.871
2024-11-25,9.741,11.18,36.883,28.758,20.5,30.464,102.452,37.016,16.722,34.308,18.19,17.137
2024-11-26,9.786,11.18,37.555,28.658,20.525,30.859,104.804,37.569,16.803,34.637,18.144,17.225
2024-11-27,9.697,11.277,37.241,28.557,20.375,30.809,103.672,37.247,16.762,34.673,18.097,16.915
2024-11-28,9.697,11.228,37.152,28.406,20.35,30.908,107.679,37.293,16.599,34.746,18.051,17.181
2024-11-29,9.697,11.228,37.824,28.356,20.25,30.859,110.206,37.523,16.558,35.038,18.19,17.181
2024-12-02,10.051,11.422,38.541,28.607,20.175,31.007,108.899,38.307,16.558,35.22,18.004,17.137
2024-12-03,10.051,11.47,38.362,29.01,20.2,30.464,107.505,38.03,16.558,34.892,18.237,17.048
2024-12-04,9.83,11.422,38.182,28.658,20.0,29.922,110.816,37.984,16.477,36.46,18.283,16.915
2024-12-05,10.051,11.519,39.392,29.16,20.425,30.908,109.77,39.229,17.129,36.46,18.609,16.915
2024-12-06,10.007,11.615,38.989,29.361,20.925,31.598,110.293,39.505,17.007,36.314,18.423,16.827
2024-12-09,10.051,11.615,38.989,29.864,20.925,31.647,109.335,39.551,17.129,36.204,18.33,17.093
2024-12-10,10.051,11.712,39.079,29.713,20.6,31.302,109.77,40.012,17.129,36.168,18.19,17.048
2024-12-11,10.007,11.519,39.348,29.462,20.65,31.007,109.16,39.644,16.966,36.97,18.516,17.004
2024-12-12,10.007,11.519,39.885,29.563,20.45,31.204,110.467,39.229,16.926,36.387,18.562,17.048
2024-12-13,9.83,11.373,39.348,29.032,20.4,30.957,109.422,39.598,16.762,36.022,18.423,17.048
2024-12-16,9.83,11.277,39.975,28.926,20.35,30.76,108.028,39.874,16.436,36.059,18.423,17.048
2024-12-17,9.741,11.373,39.392,28.82,20.275,30.661,106.285,39.413,16.314,36.131,18.376,16.871
2024-12-18,9.786,11.373,39.392,28.714,20.3,30.908,108.028,39.644,16.232,35.986,18.423,16.871
2024-12-19,9.653,11.277,38.899,28.343,20.15,30.464,108.899,39.644,15.947,35.366,18.423,16.871
2024-12-20,9.653,11.277,39.168,28.502,20.25,30.464,108.899,39.367,15.498,35.949,18.562,16.871
2024-12-23,9.741,11.325,39.616,28.396,20.3,30.415,116.478,40.105,15.824,36.532,18.609,16.871
2024-12-24,9.697,11.325,40.244,28.396,20.3,30.267,117.785,40.105,15.661,37.043,19.214,16.827
2024-12-25,10.361,11.567,40.558,28.555,20.325,30.661,119.789,40.105,15.661,36.387,19.446,17.093
2024-12-26,10.317,11.519,39.885,28.555,20.325,30.464,116.391,39.644,15.661,35.767,19.446,18.288
2024-12-27,10.45,11.325,40.065,28.29,20.275,30.267,117.437,39.275,15.498,35.73,19.4,18.51
2024-12-30,10.45,11.325,40.468,27.973,20.275,30.119,115.607,38.445,15.417,35.84,19.26,18.067
2024-12-31,10.317,11.325,40.289,28.184,20.275,29.922,114.213,39.09,15.417,36.095,19.493,17.934
2025-01-02,10.361,11.47,42.126,28.079,20.275,30.07,115.956,39.183,15.743,36.059,19.539,17.934
2025-01-03,10.14,11.373,42.126,27.867,20.25,29.873,116.13,38.629,15.62,35.475,19.4,17.535
2025-01-06,10.273,11.47,42.126,27.496,20.25,28.985,114.126,38.076,15.294,35.512,19.214,17.093
2025-01-07,10.095,11.373,42.933,27.019,20.25,27.901,117.524,38.399,14.764,35.293,18.795,17.137
2025-01-08,10.228,11.422,43.022,27.443,20.25,28.246,119.353,38.814,15.009,36.095,19.446,17.004
2025-01-09,10.095,11.373,42.753,27.284,20.375,28.197,117.611,38.722,14.805,36.095,19.586,17.048
2025-01-10,10.228,11.373,42.664,26.489,20.25,27.605,113.255,37.8,14.601,36.095,19.4,17.093
2025-01-13,10.45,11.519,42.709,26.33,20.15,27.704,111.513,37.754,14.682,36.059,19.4,17.093
2025-01-14,10.45,11.422,44.188,26.701,20.1,27.359,108.028,37.615,14.601,36.095,19.4,16.96
2025-01-15,11.07,12.196,44.456,26.807,20.125,27.802,108.55,38.168,14.886,37.189,19.446,17.093
