,HHV,HT1,VGC,PHR,VIC,GVR,BMP,SZC,DIG,HAH,NT2,PGV
2026-01-23,12.095,16.011,45.436,33.756,165.4,36.9,149.452,29.644,15.189,55.427,26.05,20.192
2026-01-26,11.715,15.086,43.366,33.919,159.9,38.65,146.709,28.79,14.67,54.082,26.0,19.971
2026-01-27,11.524,14.6,42.332,34.733,151.0,39.85,154.087,29.407,14.717,54.562,26.65,19.882
2026-01-28,11.619,14.454,43.366,34.027,140.5,38.2,151.817,29.312,15.047,53.698,26.35,19.882
2026-01-29,11.619,14.454,44.119,33.647,140.5,40.85,151.155,29.691,15.094,53.986,26.25,19.882
2026-01-30,11.619,14.454,47.129,34.896,140.5,39.85,154.182,30.545,15.283,54.274,26.3,20.812
2026-02-02,11.762,14.405,49.387,34.461,130.7,41.8,152.29,31.114,15.283,56.099,26.75,22.229
2026-02-03,11.715,14.697,52.773,36.849,130.7,42.8,150.398,33.248,15.377,57.06,26.6,22.362
2026-02-04,11.905,15.281,54.467,36.361,121.6,41.7,148.979,34.956,15.377,56.964,27.05,22.451
2026-02-05,11.81,15.135,53.526,34.244,130.1,40.0,148.128,35.003,15.0,55.427,26.75,21.742
2026-02-06,11.476,14.891,49.857,31.911,131.0,39.0,147.087,33.248,14.434,55.331,26.75,21.476
2026-02-09,11.572,14.697,47.035,31.748,132.3,38.65,146.804,32.442,14.623,54.37,26.95,21.786
2026-02-10,11.429,14.6,45.342,31.368,141.5,35.95,146.804,31.683,14.481,54.178,26.8,21.653
2026-02-11,11.667,14.989,45.342,31.477,150.8,35.3,148.506,32.205,15.236,55.523,26.9,21.786
2026-02-12,11.619,14.891,45.483,32.019,159.0,35.35,150.682,32.11,14.906,55.715,27.05,21.742
2026-02-13,11.572,14.989,47.317,32.779,160.0,36.4,150.398,32.11,14.953,56.195,27.25,21.476
2026-02-23,11.953,15.67,48.728,33.376,162.3,38.9,153.047,32.869,15.094,57.636,27.55,22.052
2026-02-24,11.905,16.059,47.882,34.299,162.9,39.45,153.709,32.537,14.717,60.134,28.2,21.875
2026-02-25,12.0,16.157,49.199,34.57,158.0,42.2,153.236,33.818,14.481,60.038,27.8,22.893
2026-02-26,11.905,16.059,48.634,34.57,168.9,40.8,152.29,32.916,14.481,58.981,27.6,23.159
2026-02-27,11.905,16.595,48.164,34.244,172.0,40.0,149.925,32.727,14.104,60.326,27.75,23.292
2026-03-02,11.476,17.519,48.916,36.578,167.2,42.8,150.114,32.727,13.208,64.456,28.9,24.355
2026-03-03,11.476,17.033,46.894,37.446,155.5,45.75,148.601,31.588,13.255,68.203,28.8,24.178
2026-03-04,11.334,17.033,44.26,35.764,155.6,43.6,143.209,30.497,13.255,64.36,28.0,23.912
2026-03-05,11.429,17.033,44.495,33.647,164.8,40.55,143.777,29.881,12.972,61.094,28.2,23.735
2026-03-06,11.238,16.643,43.272,33.213,156.5,37.75,142.831,28.837,12.783,60.518,27.65,23.115
2026-03-09,10.476,15.524,40.262,30.934,145.6,35.15,132.899,26.845,11.934,56.291,25.75,21.521
2026-03-10,10.476,15.183,40.732,31.585,141.8,33.35,135.453,27.035,11.887,54.082,25.5,22.273
2026-03-11,10.81,16.059,43.178,32.725,146.0,35.65,137.156,28.648,12.594,57.828,26.35,22.273
2026-03-12,11.143,16.011,43.084,33.376,145.0,35.8,135.737,28.268,12.689,56.003,26.5,22.141
2026-03-13,11.905,16.449,42.99,33.322,144.6,34.0,131.007,27.984,12.783,54.466,26.65,22.141
2026-03-16,11.762,16.011,43.178,33.756,144.7,33.05,130.913,28.411,12.925,53.794,25.95,21.698
2026-03-17,11.619,15.767,43.884,33.105,146.2,33.3,132.71,28.079,12.689,54.178,25.55,21.565
2026-03-18,11.619,15.767,43.79,33.647,146.0,34.0,129.305,27.841,12.689,55.235,26.0,21.609
2026-03-19,11.619,15.475,43.178,33.105,145.0,32.45,121.075,27.509,12.83,53.794,25.9,21.521
2026-03-20,11.429,15.135,41.391,31.748,135.0,30.75,122.494,27.557,12.594,51.296,25.95,22.052
2026-03-23,10.715,14.113,39.556,30.825,125.6,28.6,114.643,25.66,12.076,47.742,24.65,21.255
2026-03-24,11.095,14.064,40.497,31.368,124.0,28.7,118.048,26.324,12.736,49.951,25.9,20.901
2026-03-25,11.524,14.502,42.802,32.291,128.7,30.5,121.264,27.035,13.019,51.584,27.7,21.831
2026-03-26,11.476,14.308,42.049,32.833,130.0,30.0,118.332,26.845,12.783,52.353,27.75,21.786
2026-03-27,11.619,14.648,42.896,33.539,132.6,32.1,121.264,27.984,13.632,53.698,27.9,21.521
2026-03-30,11.524,14.697,42.143,33.919,129.5,33.1,120.035,27.747,13.396,53.794,27.9,21.255
2026-03-31,11.715,14.843,44.119,33.593,135.0,31.7,122.116,27.652,13.443,54.466,27.6,21.122
2026-04-01,11.715,14.989,43.931,33.756,141.0,32.5,124.386,27.652,13.491,54.37,27.7,21.122
2026-04-02,11.524,14.745,42.755,34.19,139.9,32.1,122.494,27.177,13.443,52.449,27.0,21.078
2026-04-03,11.286,14.551,42.19,34.082,141.0,32.05,119.278,26.703,13.349,52.449,26.0,20.812
2026-04-06,11.191,14.21,41.297,32.888,141.6,31.45,118.238,25.992,12.83,53.601,25.2,20.856
2026-04-07,11.238,14.21,41.861,32.833,143.4,31.5,117.765,26.229,12.83,52.353,25.2,20.812
2026-04-08,11.667,14.697,43.178,34.19,153.4,33.2,125.994,27.177,13.632,54.178,26.2,21.344
2026-04-09,12.286,15.135,43.272,34.461,149.2,32.8,123.345,27.272,13.726,53.313,25.7,21.255
2026-04-10,12.143,14.94,43.743,34.027,151.7,33.65,125.805,27.367,13.726,53.409,26.2,21.299
2026-04-13,12.286,14.648,44.401,33.81,160.0,32.6,126.751,27.557,13.821,52.545,26.55,21.344
2026-04-14,12.334,15.183,44.354,33.81,165.5,32.7,135.547,27.415,13.915,52.833,26.35,21.255
2026-04-15,12.286,14.989,43.46,33.539,177.0,33.0,135.075,27.415,13.821,52.257,26.1,21.255
2026-04-16,12.095,14.794,43.46,33.376,189.3,32.2,143.304,27.747,13.726,51.968,26.2,21.211
2026-04-17,12.095,14.697,43.272,33.593,187.9,33.5,140.088,27.604,13.538,52.257,26.0,21.034
2026-04-20,12.143,14.697,43.507,33.647,191.0,33.0,145.479,27.509,13.538,51.968,26.3,21.122
2026-04-21,12.0,14.891,41.673,33.647,193.7,32.65,142.831,26.893,13.349,51.296,25.85,20.856
2026-04-22,11.953,14.843,41.72,33.376,207.2,32.75,141.885,26.845,13.349,53.794,25.35,21.344
2026-04-23,12.286,14.697,41.25,32.942,214.5,32.6,140.561,26.561,13.255,54.562,24.6,21.344
2026-04-24,12.095,14.648,41.25,32.942,212.1,33.35,139.047,26.276,13.491,53.89,24.8,21.299
2026-04-28,11.905,14.356,40.45,33.213,225.5,33.0,137.534,25.802,13.302,52.545,24.1,21.255
2026-04-29,11.905,14.405,40.074,33.322,214.0,33.7,137.723,25.802,13.868,52.929,24.2,21.211
2026-05-04,12.095,14.259,40.45,34.733,212.0,36.05,141.885,26.087,13.821,53.313,24.4,21.211
2026-05-05,12.0,14.162,40.403,34.624,219.5,35.2,142.358,25.612,13.491,54.466,24.4,21.166
2026-05-06,12.286,14.356,40.92,34.841,219.5,35.8,142.263,25.849,13.915,54.754,24.6,21.166
2026-05-07,11.953,14.308,41.25,35.113,224.0,35.85,142.453,25.849,13.679,54.37,24.35,21.078
2026-05-08,11.762,14.016,41.673,34.679,226.0,35.7,141.885,25.328,13.632,54.274,23.0,21.166
2026-05-11,11.572,13.967,42.426,34.027,223.0,34.75,149.452,24.379,13.632,54.178,23.1,20.856
2026-05-12,11.715,13.918,41.579,35.167,222.0,36.3,152.763,24.521,13.821,55.427,22.95,20.901
2026-05-13,11.667,13.967,40.873,35.71,221.0,36.8,152.195,24.948,13.821,55.619,22.7,20.724
2026-05-14,11.619,13.821,41.391,36.198,229.8,36.2,148.506,24.711,14.009,55.042,22.65,20.724
2026-05-15,11.476,13.432,41.297,38.695,228.0,37.75,148.695,24.569,14.104,55.235,23.2,20.856
2026-05-18,11.381,13.529,41.203,38.152,225.0,39.3,146.142,24.237,14.009,55.138,23.25,21.255
2026-05-19,11.334,13.578,41.485,35.493,225.1,36.55,141.1,24.189,13.821,53.313,23.15,21.255
2026-05-20,11.238,13.48,41.109,37.935,226.7,37.6,137.0,24.094,13.066,53.505,23.1,21.122
2026-05-21,11.191,13.48,41.015,37.718,218.7,36.2,139.4,23.715,12.83,52.929,23.0,20.591
2026-05-22,11.381,13.432,40.45,36.361,216.5,35.3,138.0,23.43,12.736,52.353,22.75,20.768
2026-05-25,11.286,13.578,40.591,35.981,218.8,34.3,139.4,23.715,12.83,52.257,22.9,20.724
2026-05-26,11.334,13.578,40.732,36.958,213.0,35.15,139.9,23.62,13.019,51.968,22.85,20.635
2026-05-27,11.381,13.529,40.732,36.632,210.8,34.8,139.0,23.43,12.972,52.545,24.0,20.812
2026-05-28,11.238,13.432,40.215,36.469,210.8,34.35,138.3,23.051,12.736,51.872,23.0,20.724
2026-05-29,11.095,13.237,39.792,36.524,211.3,34.9,137.1,21.486,12.311,52.257,23.0,20.369
2026-06-01,11.191,13.432,40.262,36.795,204.9,35.05,137.1,22.292,12.453,51.776,22.95,20.856
2026-06-02,11.048,13.383,39.603,37.175,204.9,34.6,135.5,21.77,12.17,51.296,22.5,20.635
2026-06-03,11.095,13.334,39.745,36.469,197.6,34.65,135.3,21.818,12.359,51.008,22.55,20.369
2026-06-04,11.048,13.14,39.698,35.927,200.2,35.35,135.1,21.723,12.264,52.833,22.7,20.458
2026-06-05,11.0,13.334,39.039,35.004,207.0,34.8,133.6,21.628,12.123,51.968,22.55,20.281
2026-06-08,10.81,13.188,38.663,34.299,195.0,33.5,131.9,21.106,11.84,51.776,22.3,20.015
2026-06-09,10.81,13.432,38.663,34.19,193.2,33.4,132.5,21.391,11.84,51.584,22.25,20.768
2026-06-10,11.0,13.578,38.992,34.679,196.0,33.95,135.2,21.581,12.17,51.2,22.3,20.635
2026-06-11,10.905,13.383,39.603,35.004,196.0,35.4,135.2,22.482,11.981,51.584,22.35,20.591
2026-06-12,10.857,13.237,39.415,34.516,195.5,35.0,135.0,22.387,11.887,51.2,22.4,20.591
2026-06-15,10.953,13.286,40.45,34.841,192.6,35.3,137.9,22.387,12.264,52.353,22.75,20.281
2026-06-16,11.191,13.432,40.826,35.058,194.0,35.3,142.0,22.292,12.453,52.545,22.85,21.166
2026-06-17,11.143,13.48,41.344,35.221,192.0,35.55,147.4,22.529,12.406,53.313,22.95,21.034
2026-06-18,10.953,13.286,41.203,35.33,205.4,35.55,147.0,22.102,12.264,52.161,22.95,21.034
2026-06-19,10.905,13.48,40.732,35.276,205.5,35.1,145.2,21.913,12.217,51.872,23.0,20.901
2026-06-22,10.857,13.383,40.591,34.841,219.8,34.5,151.5,21.818,12.076,51.392,23.15,20.812
2026-06-23,10.762,13.334,40.403,34.733,229.0,33.55,146.4,21.391,11.793,50.912,22.8,20.724
2026-06-24,10.667,13.334,39.886,34.516,230.5,33.65,148.1,21.344,11.793,50.816,22.4,20.635
2026-06-25,10.572,13.383,39.509,33.647,225.0,33.1,151.0,21.201,11.745,50.432,22.85,20.591
2026-06-26,10.619,13.286,39.886,32.996,228.0,32.1,153.0,21.154,11.651,50.816,22.95,20.369
2026-06-29,11.048,13.188,40.403,33.647,217.2,32.6,154.0,21.296,11.887,49.951,23.05,20.679
2026-06-30,10.857,12.994,42.332,34.19,220.0,32.8,152.9,21.296,11.745,50.143,22.85,20.369
2026-07-01,10.905,13.237,41.297,34.461,217.1,33.15,152.9,21.581,11.84,49.471,23.0,19.971
2026-07-02,10.857,13.091,40.92,35.33,220.3,33.0,154.5,21.391,11.745,49.471,22.85,20.192
2026-07-03,10.762,12.994,40.873,34.624,220.3,32.5,153.6,21.059,11.557,49.855,22.65,19.927
2026-07-06,10.572,12.848,40.074,34.136,220.3,31.0,149.0,20.015,11.226,49.279,21.95,20.059
2026-07-07,10.667,12.896,40.45,34.679,220.3,31.45,149.6,20.11,11.226,49.759,22.0,19.927
2026-07-08,10.667,12.653,40.45,34.624,220.7,31.5,147.0,20.347,11.557,49.855,22.1,20.281
2026-07-09,10.7,12.945,40.262,34.624,221.0,31.5,145.5,20.3,11.557,48.126,22.1,20.591
2026-07-10,10.7,12.75,39.509,34.299,223.0,30.6,146.1,19.921,11.604,49.471,21.8,20.724
2026-07-13,10.45,12.312,39.321,33.43,221.5,29.5,148.6,19.494,11.934,48.798,21.3,20.724
2026-07-14,10.65,12.361,39.792,34.136,219.0,30.5,150.9,19.589,11.887,48.8,21.6,20.901
2026-07-15,10.5,12.361,39.039,33.593,217.0,30.1,153.5,19.351,11.321,47.6,21.55,20.856
2026-07-16,10.35,12.41,39.321,33.43,223.0,30.25,151.4,19.114,11.745,47.0,21.3,20.812
2026-07-17,10.3,12.166,38.898,33.05,220.0,29.7,151.6,19.162,11.368,46.2,21.55,20.502
2026-07-20,10.05,11.728,36.687,31.748,220.0,27.9,154.9,18.261,10.613,44.9,20.8,20.325
2026-07-21,9.9,11.874,36.687,31.694,217.3,27.35,152.7,18.071,10.236,44.9,21.7,20.458
2026-07-22,9.95,11.874,36.264,31.368,202.1,27.15,151.0,17.786,10.377,44.85,21.2,20.369
2026-07-23,10.05,11.972,36.781,30.934,214.0,27.1,151.3,17.881,10.189,45.0,21.35,20.369
2026-07-24,9.97,11.874,35.276,29.957,213.1,26.2,150.0,17.454,9.717,45.0,21.3,20.74
2026-07-27,9.8,11.339,34.9,30.934,213.5,26.0,148.5,16.268,9.142,44.0,21.1,20.648
2026-07-28,9.83,11.582,35.75,29.849,213.8,26.35,148.1,16.506,9.396,43.9,20.5,20.648
2026-07-29,9.82,11.631,36.5,30.445,219.4,26.75,148.1,16.458,9.528,43.95,20.8,20.601
2026-07-30,10.05,11.972,37.75,31.042,220.0,27.55,148.1,17.027,9.623,45.2,21.05,20.74
2026-07-31,9.96,11.874,37.85,30.825,214.1,27.5,153.3,16.743,9.481,45.25,21.0,21.064
2026-08-03,10.15,12.118,38.3,32.291,213.0,28.2,151.6,17.644,10.0,46.05,21.55,21.296
2026-08-04,10.2,12.848,38.3,32.453,218.0,28.5,149.8,17.691,10.094,46.05,21.45,21.342
2026-08-05,10.1,12.848,38.15,31.585,220.0,28.15,149.2,17.502,10.094,45.2,21.25,21.342
2026-08-06,10.05,12.702,37.6,31.422,218.8,27.85,147.6,17.217,10.094,46.5,21.1,21.296
2026-08-07,10.05,12.604,38.5,31.802,215.0,29.75,148.8,18.403,10.094,46.2,21.35,22.546
2026-08-10,10.25,12.945,41.15,32.453,208.5,31.8,148.8,19.446,10.377,46.4,21.55,22.8
2026-08-11,10.15,12.896,41.0,31.856,208.5,31.4,149.0,19.019,10.377,46.1,21.6,22.7
2026-08-12,10.3,12.945,40.8,31.748,215.5,32.25,148.5,19.114,10.33,46.35,21.75,22.4
2026-08-13,10.15,12.896,40.6,32.019,207.9,32.65,149.4,18.925,10.047,45.8,21.55,22.15
2026-08-14,10.05,12.653,40.3,31.639,200.4,31.2,147.2,18.498,10.189,45.9,21.2,21.85
2026-08-17,10.05,12.458,40.3,33.268,198.0,31.35,145.6,18.64,10.33,45.8,21.3,21.85
2026-08-18,10.0,12.458,40.3,32.888,200.0,32.0,146.1,18.166,10.0,46.7,21.3,21.5
2026-08-19,9.9,12.507,40.8,32.562,200.0,31.7,144.0,18.118,9.811,47.6,21.25,21.35
2026-08-20,9.93,12.458,40.55,32.562,202.0,31.45,143.6,17.976,9.717,47.5,21.25,21.75
2026-08-21,10.15,12.556,41.1,33.213,205.0,32.1,145.5,18.687,10.377,48.4,21.4,21.9
2026-08-24,10.15,12.556,40.9,32.996,214.5,32.2,144.7,18.545,10.613,48.35,21.35,21.9
2026-08-25,10.2,12.507,40.45,33.05,220.5,32.5,144.5,18.687,10.708,47.6,21.2,21.65
2026-08-26,10.25,12.458,41.2,33.376,230.0,33.4,144.2,18.83,10.896,47.8,21.1,21.9
2026-08-27,10.15,12.41,40.7,33.485,236.0,32.95,144.0,18.735,10.802,48.1,21.0,21.15
2026-08-28,10.05,12.264,40.45,33.485,236.0,32.35,144.8,18.687,10.755,48.0,20.95,21.9
2026-09-03,10.0,12.264,39.9,33.268,244.5,31.7,143.9,18.877,10.613,47.5,20.5,21.4
2026-09-04,9.98,12.166,39.9,33.539,256.1,31.5,143.0,18.83,10.472,47.2,20.45,21.45
2026-09-07,9.9,12.069,39.85,33.593,245.0,31.7,142.0,19.067,10.472,46.75,20.45,21.45
2026-09-08,9.92,11.874,40.0,33.647,249.6,31.8,141.1,18.877,10.25,46.05,20.45,21.35
2026-09-09,9.88,11.777,40.5,33.322,247.7,31.85,140.2,18.593,10.25,46.6,20.65,21.35
2026-09-10,9.82,11.728,41.5,32.779,247.7,31.7,142.0,18.45,10.25,47.1,20.8,21.65
2026-09-11,9.54,11.777,41.0,32.8,243.3,30.0,140.3,18.0,10.05,46.0,20.5,21.4
2026-09-14,9.3,11.68,38.3,31.1,241.4,29.95,138.2,17.6,10.0,44.95,20.25,21.3
2026-09-15,9.35,11.68,39.8,31.4,241.3,30.95,147.6,17.55,10.0,46.5,20.5,21.9
2026-09-16,9.34,11.85,39.8,31.7,241.1,31.95,144.0,17.65,9.93,47.05,20.45,20.75
